ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Predicted_Pack_Price,Residuals,Cost_Saving_Potential
4021,108-VN-T01,Pre-PQ Process,SCMS-762,ASN-634,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,7/4/2007,10-Sep-07,10-Sep-07,10-Sep-07,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1000,82190.0,82.19,0.68,ABBVIE Ludwigshafen Germany,Yes,226,2923.46,131.5,82.19219999999984,-0.0021999999998456587,Low
4023,102-GY-T01,Pre-PQ Process,SCMS-767,ASN-607,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/25/2007,9-Aug-07,9-Aug-07,9-Aug-07,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,300,3.0,0.01,0.0,Inverness Japan,Yes,Weight Captured Separately,Invoiced Separately,0.0,0.010000000000000007,-6.938893903907228e-18,Low
4025,104-CI-T01,Pre-PQ Process,SCMS-785,ASN-652,C̫te d'Ivoire,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,7/11/2007,27-Aug-07,27-Aug-07,27-Aug-07,ARV,Adult,BRISTOL-MYERS SQUIBB,"Stavudine 20mg [Zerit], capsules, 60 Caps",Stavudine,Zerit,20mg,Capsule,60,1161,6548.04,5.64,0.09,"BMS Meymac, France",Yes,Weight Captured Separately,Freight Included in Commodity Cost,10.48,5.6974,-0.05740000000000034,Low
4044,109-TZ-T01,Pre-PQ Process,SCMS-10260,ASN-698,Tanzania,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,16-Oct-07,16-Oct-07,16-Oct-07,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,10000,200000.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,3338,28466.06,320.0,20.0,0.0,Low
4045,109-TZ-T01,Pre-PQ Process,SCMS-10340,ASN-2700,Tanzania,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/17/2008,19-Nov-08,19-Nov-08,19-Nov-08,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,10000,200000.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,3112,22856.02,392.0,20.0,0.0,Low
4085,102-GY-T01,Pre-PQ Process,SCMS-11650,ASN-834,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/28/2007,21-Sep-07,21-Sep-07,21-Sep-07,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,442,4.42,0.01,0.0,Inverness Japan,Yes,Weight Captured Separately,Invoiced Separately,0.01,0.010000000000000007,-6.938893903907228e-18,Low
4100,104-CI-T01,Pre-PQ Process,SCMS-12370,ASN-823,C̫te d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/18/2007,25-Oct-07,25-Oct-07,25-Oct-07,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,,Test kit,20,250,6750.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,Yes,68,1711.86,10.8,27.02,-0.019999999999999574,Low
4189,116-ZA-T01,Pre-PQ Process,SCMS-14050,ASN-1251,South Africa,PMO - US,Direct Drop,DDP,,Pre-PQ Process,11/12/2007,29-Jan-08,29-Jan-08,29-Jan-08,ARV,Adult,"JSI R&T INSTITUTE, INC.","Zidovudine 300mg [Retrovir], tablets, 60 Tabs",Zidovudine,Retrovir,300mg,Tablet,60,800,15408.0,19.26,0.32,GSK Aranda,No,Weight Captured Separately,Freight Included in Commodity Cost,24.65,18.38709999999999,0.872900000000012,Low
4190,116-ZA-T01,Pre-PQ Process,SCMS-14050,ASN-1252,South Africa,PMO - US,Direct Drop,DDP,,Pre-PQ Process,11/12/2007,29-Jan-08,24-Jan-07,24-Jan-08,ARV,Adult,"JSI R&T INSTITUTE, INC.","Stavudine 30mg [Zerit], capsules, 60 Caps",Stavudine,Zerit,30mg,Capsule,60,800,4792.0,5.99,0.1,"BMS Meymac, France",Yes,Weight Captured Separately,Freight Included in Commodity Cost,7.67,5.905600000000005,0.08439999999999515,Low
4192,107-RW-T01,Pre-PQ Process,SCMS-14140,ASN-1028,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,11/16/2007,10-Jan-08,10-Jan-08,10-Jan-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,2450,78400.0,32.0,1.6,"Trinity Biotech, Plc",No,See ASN-1028 (ID#:2927),See ASN-1028 (ID#:2927),125.44,31.982200000000002,0.017799999999997596,Low
4193,107-RW-T01,Pre-PQ Process,SCMS-14221,ASN-1595,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,11/21/2007,28-Apr-08,22-Apr-08,22-Apr-08,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,38784,271488.0,7.0,0.12,"Cipla, Goa, India",Yes,4124,10500,434.38,7.0127,-0.012699999999999712,Low
4198,108-VN-T01,Pre-PQ Process,SCMS-14211,ASN-1341,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,12/6/2007,22-Jan-08,7-Mar-08,7-Mar-08,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,2000,164400.0,82.2,0.68,ABBVIE Ludwigshafen Germany,Yes,513,5866.31,263.04,82.19759999999985,0.002400000000150726,Low
4215,108-VN-T01,Pre-PQ Process,SCMS-14930,ASN-1231,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/5/2007,22-Jan-08,22-Jan-08,22-Jan-08,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 20mg, capsules, 60 Caps",Stavudine,Generic,20mg,Capsule,60,800,1400.0,1.75,0.03,"Aurobindo Unit III, India",No,See ASN-1231 (ID#:2947),See ASN-1231 (ID#:2947),2.24,1.6610000000000003,0.08899999999999975,Low
4257,116-ZA-T01,Pre-PQ Process,SCMS-16600,ASN-1520,South Africa,PMO - US,Direct Drop,DDP,,Pre-PQ Process,1/4/2008,21-Jan-08,4-Jan-08,4-Jan-08,ARV,Adult,"JSI R&T INSTITUTE, INC.","Nevirapine 200mg [Viramune], tablets, 60 Tabs",Nevirapine,Viramune,200mg,Tablet,60,100,2318.0,23.18,0.39,"BI, Ingelheim, Germany",No,Weight Captured Separately,Freight Included in Commodity Cost,3.71,22.5133,0.6666999999999987,Low
4258,116-ZA-T01,Pre-PQ Process,SCMS-16600,ASN-1520,South Africa,PMO - US,Direct Drop,DDP,,Pre-PQ Process,1/4/2008,21-Jan-08,4-Jan-08,4-Jan-08,ARV,Adult,"JSI R&T INSTITUTE, INC.","Zidovudine 300mg [Retrovir], tablets, 60 Tabs",Zidovudine,Retrovir,300mg,Tablet,60,800,13960.0,17.45,0.29,GSK Aranda,No,Weight Captured Separately,Freight Included in Commodity Cost,22.34,16.355200000000004,1.0947999999999958,Low
4259,116-ZA-T01,Pre-PQ Process,SCMS-16600,ASN-1520,South Africa,PMO - US,Direct Drop,DDP,,Pre-PQ Process,1/4/2008,21-Jan-08,4-Jan-08,4-Jan-08,ARV,Pediatric,"JSI R&T INSTITUTE, INC.","Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",Lamivudine,Epivir,10mg/ml,Oral solution,240,300,2049.0,6.83,0.03,GSK Mississauga (Canada),No,Weight Captured Separately,Freight Included in Commodity Cost,3.28,6.728200000000003,0.10179999999999723,Low
4283,106-HT-T01,Pre-PQ Process,SCMS-17670,ASN-1519,Haiti,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,2/15/2008,11-Apr-08,11-Apr-08,11-Apr-08,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,180,1850.4,10.28,0.17,ABBVIE Ludwigshafen Germany,Yes,31,910.86,2.96,10.569999999999983,-0.28999999999998316,Low
4290,116-ZA-T01,Pre-PQ Process,SCMS-17720,ASN-1530,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,1/21/2008,5-Feb-08,4-Feb-08,4-Feb-08,ARV,Adult,"JSI R&T INSTITUTE, INC.","Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30,800,21720.0,27.15,0.9,"BMS Meymac, France",Yes,Weight Captured Separately,Freight Included in Commodity Cost,34.75,28.47490000000003,-1.3249000000000315,Low
4301,110-ZM-T01,Pre-PQ Process,SCMS-18240,ASN-1788,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/29/2008,6-Jun-08,6-Jun-08,6-Jun-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,4300,309557.0,71.99,0.72,Inverness Japan,Yes,979,8690.26,495.29,71.98999999999984,1.5631940186722204e-13,Low
4302,104-CI-T01,Pre-PQ Process,SCMS-18280,ASN-1550,C̫te d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/27/2008,14-Apr-08,17-Apr-08,17-Apr-08,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,,Test kit,40,476,36176.0,76.0,1.9,Bio-Rad Laboratories,Yes,522,6924.83,57.88,76.00400000000002,-0.004000000000019099,Low
4303,107-RW-T01,Pre-PQ Process,SCMS-18350,ASN-1401,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/26/2008,11-Jul-08,11-Jul-08,11-Jul-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,3150,100800.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1080,15987.05,161.28,32.0,0.0,Low
4311,104-CI-T01,Pre-PQ Process,SCMS-18460,ASN-2449,C̫te d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/29/2008,26-Sep-08,26-Sep-08,26-Sep-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,1116,78120.0,70.0,0.7,Inverness Japan,Yes,256,4014.57,124.99,70.0,0.0,Low
4312,102-GY-T01,Pre-PQ Process,SCMS-18510,ASN-2006,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/28/2008,21-Jul-08,21-Jul-08,21-Jul-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,1062,33984.0,32.0,1.6,"Trinity Biotech, Plc",Yes,362,4717.51,54.37,32.0,0.0,Low
4321,102-BW-T01,Pre-PQ Process,SCMS-18730,ASN-1609,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/11/2008,23-Jun-08,23-Jun-08,23-Jun-08,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,200,2.0,0.01,0.0,Inverness Japan,Yes,Weight Captured Separately,Invoiced Separately,0.0,0.010000000000000007,-6.938893903907228e-18,Low
4331,129-KG-T01,Pre-PQ Process,SCMS-19110,ASN-1801,Kyrgyzstan,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/18/2008,14-Jun-08,14-Jun-08,14-Jun-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, DoubleCheck II Kit, 40 Tests","HIV 1/2, DoubleCheck II Kit",DoubleCheck,,Test kit,40,500,39500.0,79.0,1.98,Not Applicable,Yes,Weight Captured Separately,Freight Included in Commodity Cost,63.2,78.71929999999999,0.28070000000001016,Low
4333,119-NA-T01,Pre-PQ Process,SCMS-19130,ASN-1787,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/18/2008,4-Jun-08,4-Jun-08,4-Jun-08,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,142,1.42,0.01,0.0,Inverness Japan,Yes,Weight Captured Separately,Invoiced Separately,0.0,0.010000000000000007,-6.938893903907228e-18,Low
4347,116-ZA-T01,Pre-PQ Process,SCMS-19800,ASN-1665,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2/20/2008,24-Apr-08,24-Apr-08,24-Apr-08,ARV,Pediatric,S. BUYS WHOLESALER,"Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",Lamivudine,Epivir,10mg/ml,Oral solution,240,1000,6410.0,6.41,0.03,GSK Mississauga (Canada),No,Weight Captured Separately,Freight Included in Commodity Cost,10.26,6.4895,-0.07949999999999946,Low
4367,108-VN-T01,Pre-PQ Process,SCMS-20181,ASN-2023,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008,7-Jul-08,7-Jul-08,7-Jul-08,ARV,Pediatric,Aurobindo Pharma Limited,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,100mg,Chewable/dispersible tablet,60,408,3162.0,7.75,0.13,"Aurobindo Unit III, India",No,See ASN-2023 (ID#:3094),See ASN-2023 (ID#:3094),5.06,7.932199999999998,-0.18219999999999814,Low
4368,108-VN-T01,Pre-PQ Process,SCMS-20390,ASN-2204,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008,12-Aug-08,12-Aug-08,12-Aug-08,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,10420,77108.0,7.4,0.12,"Cipla, Goa, India",Yes,1000,7526.06,123.37,7.37629999999999,0.02370000000001049,Low
4369,108-VN-T01,Pre-PQ Process,SCMS-20400,ASN-2205,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008,19-Sep-08,19-Sep-08,19-Sep-08,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,9600,71040.0,7.4,0.12,"Cipla, Goa, India",Yes,920,7265.05,113.66,7.356299999999989,0.04370000000001095,Low
4372,108-VN-T01,Pre-PQ Process,SCMS-20410,ASN-2050,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,3/31/2008,16-Jul-08,16-Jul-08,16-Jul-08,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1520,124944.0,82.2,0.68,ABBVIE Ludwigshafen Germany,Yes,385,4393.32,199.91,82.19779999999986,0.0022000000001440867,Low
4373,108-VN-T01,Pre-PQ Process,SCMS-20420,ASN-2051,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,3/31/2008,14-Jul-08,14-Jul-08,14-Jul-08,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,800,65760.0,82.2,0.68,ABBVIE Ludwigshafen Germany,Yes,208,3449.4,105.22,82.19599999999986,0.004000000000146997,Low
4432,106-HT-T01,Pre-PQ Process,SCMS-22780,ASN-1680,Haiti,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,4/28/2008,18-Apr-08,3-Jan-08,3-Jan-08,HRDT,HIV test,REINBOLD EXPORT IMPORT,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,30,2550.0,85.0,0.85,Inverness Japan,Yes,Weight Captured Separately,Freight Included in Commodity Cost,4.08,83.8866,1.1133999999999986,Low
4456,108-VN-T01,Pre-PQ Process,SCMS-23310,ASN-2486,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/14/2008,11-Oct-08,11-Oct-08,11-Oct-08,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,15360,113664.0,7.4,0.12,"Cipla, Goa, India",Yes,1360,5412.14,181.86,7.388999999999989,0.011000000000011667,Low
4457,108-VN-T01,Pre-PQ Process,SCMS-23320,ASN-2275,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/13/2008,19-Sep-08,19-Sep-08,19-Sep-08,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,2180,6997.8,3.21,0.05,"Aurobindo Unit III, India",Yes,242,5881.57,11.2,2.894800000000001,0.31519999999999904,Low
4458,108-VN-T01,Pre-PQ Process,SCMS-23330,ASN-2276,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/13/2008,19-Sep-08,19-Sep-08,19-Sep-08,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,2016,18648.0,9.25,0.15,"Aurobindo Unit III, India",Yes,185,5551.97,29.84,9.180400000000002,0.06959999999999766,Low
4459,108-VN-T01,Pre-PQ Process,SCMS-23380,ASN-2524,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,5/13/2008,30-Sep-08,30-Sep-08,30-Sep-08,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,Chewable/dispersible tablet,60,400,2800.0,7.0,0.12,"BMS Meymac, France",Yes,81,2035.66,4.48,7.0,0.0,Low
4460,108-VN-T01,Pre-PQ Process,SCMS-23450,ASN-2336,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/14/2008,19-Sep-08,19-Sep-08,19-Sep-08,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,10080,103219.2,10.24,0.34,Mylan (formerly Matrix) Nashik,No,See ASN-2336 (ID#:530),See ASN-2336 (ID#:530),165.15,10.600900000000008,-0.360900000000008,Low
4461,116-ZA-T01,Pre-PQ Process,SCMS-23500,ASN-2293,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,20-Aug-08,8-May-08,8-May-08,ARV,Pediatric,S. BUYS WHOLESALER,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,Chewable/dispersible tablet,60,4,52.96,13.24,0.22,"BMS Meymac, France",No,Weight Captured Separately,Freight Included in Commodity Cost,0.08,13.208599999999995,0.03140000000000498,Low
4470,106-HT-T01,Pre-PQ Process,SCMS-23820,ASN-2099,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/20/2008,6-Aug-08,6-Aug-08,6-Aug-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,2059,144130.0,70.0,0.7,Inverness Japan,Yes,470,3684.28,230.61,70.0,0.0,Low
4531,116-ZA-T01,Pre-PQ Process,SCMS-25540,ASN-2295,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,12-Jun-08,9-Jun-08,9-Jun-08,ARV,Adult,S. BUYS WHOLESALER,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,400,9536.0,23.84,0.79,"Aspen-OSD, Port Elizabeth, SA",No,Weight Captured Separately,Freight Included in Commodity Cost,15.26,23.56639999999999,0.27360000000000895,Low
4534,110-ZM-T01,Pre-PQ Process,SCMS-25700,ASN-2797,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/20/2008,18-Nov-08,18-Nov-08,18-Nov-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,5900,188800.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1989,19569.48,370.05,32.0,0.0,Low
4567,109-TZ-T01,Pre-PQ Process,SCMS-23611,ASN-2727,Tanzania,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,5/15/2008,3-Nov-08,3-Nov-08,3-Nov-08,ARV,Adult,BRISTOL-MYERS SQUIBB,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30,2597,61470.99,23.67,0.79,"BMS Meymac, France",Yes,Weight Captured Separately,Freight Included in Commodity Cost,120.48,23.507400000000022,0.16259999999997987,Low
4593,110-ZM-T01,Pre-PQ Process,SCMS-27010,ASN-2448,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/21/2008,22-Sep-08,22-Sep-08,22-Sep-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,3000,215970.0,71.99,0.72,Inverness Japan,No,See ASN-2448 (ID#:1939),See ASN-2448 (ID#:1939),345.55,71.98999999999984,1.5631940186722204e-13,Low
4594,102-GY-T01,Pre-PQ Process,SCMS-27040,ASN-2473,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/18/2008,1-Oct-08,1-Oct-08,1-Oct-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,1062,33984.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1062,3976.33,54.37,32.0,0.0,Low
4611,102-BW-T01,Pre-PQ Process,SCMS-27750,ASN-2397,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/28/2008,18-Nov-08,18-Nov-08,18-Nov-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,5,160.0,32.0,1.6,"Trinity Biotech, Plc",Yes,3,1225.17,0.26,31.5902,0.4098000000000006,Low
4615,102-BW-T01,Pre-PQ Process,SCMS-27760,ASN-2325,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/28/2008,9-Oct-08,2-Oct-08,2-Oct-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,8,560.0,70.0,0.7,Inverness Japan,Yes,5406,559.95,0.9,70.0,0.0,Low
4635,108-VN-T01,Pre-PQ Process,SCMS-26171,ASN-2515,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/1/2008,25-Sep-08,25-Sep-08,25-Sep-08,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,1848,5359.2,2.9,0.05,"Aurobindo Unit III, India",Yes,327,3171.36,8.57,2.894800000000001,0.005199999999998983,Low
4646,102-NG-T01,Pre-PQ Process,SCMS-28650,ASN-3202,Nigeria,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,8/20/2008,27-Aug-08,27-Aug-08,27-Aug-08,HRDT,HIV test,BUNDI INTERNATIONAL DIAGNOSTICS LTD,"HIV 1/2, Bundi Rapid HIV Kit, 25 Tests","HIV 1/2, Bundi Rapid HIV Kit",Bundi,,Test kit,1,1369,51337.5,37.5,37.5,BUNDI INTERNATIONAL DIAGNOSTICS LTD,Yes,Weight Captured Separately,Freight Included in Commodity Cost,100.62,33.376799999999996,4.123200000000004,Low
4647,117-ET-T01,Pre-PQ Process,SCMS-28690,ASN-2839,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/22/2008,17-Nov-08,17-Nov-08,17-Nov-08,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,,Test kit,1,7002,161046.0,23.0,23.0,"KHB Test Kit Facility, Shanghai China",Yes,4922,46117.09,315.65,23.0,0.0,Low
